word,allcount,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII,,全ての章で使っているか
directions,2,0,0,0,0,0,1,0,0,1,0,0,0,0,,FALSE
given,2,0,0,0,0,0,1,0,1,0,0,0,0,0,,FALSE
reinforcements,2,0,0,0,0,0,1,0,0,1,0,0,0,0,,FALSE
everywhere,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,FALSE
numerical,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,FALSE
preparations,2,0,0,0,0,0,1,0,0,1,0,0,0,0,,FALSE
wing,2,0,0,0,0,0,1,0,0,0,0,0,1,0,,FALSE
impotent,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,FALSE
succor,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,FALSE
estimate,2,0,0,0,0,0,1,0,0,0,1,0,0,0,,FALSE
yueh,2,0,0,0,0,0,1,0,0,0,0,1,0,0,,FALSE
say,2,0,0,0,0,0,1,0,0,0,0,1,0,0,,FALSE
discover,2,0,0,0,0,0,1,0,0,0,0,0,0,1,,FALSE
likelihood,2,0,0,0,0,0,1,0,1,0,0,0,0,0,,FALSE
find,2,0,0,0,0,0,1,0,0,0,0,1,0,0,,FALSE
conceal,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,FALSE
multitude,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,FALSE
whereby,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,FALSE
relation,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,FALSE
thereby,2,0,0,0,0,0,1,0,0,0,0,0,0,1,,FALSE
elements,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,FALSE
short,2,0,0,0,0,0,1,0,0,0,0,1,0,0,,FALSE
receives,2,0,0,0,0,0,0,1,1,0,0,0,0,0,,FALSE
circuitous,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
enticing,2,0,0,0,0,0,0,1,0,0,1,0,0,0,,FALSE
starting,2,0,0,0,0,0,0,1,0,0,0,0,1,0,,FALSE
contrive,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
artifice,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
deviation,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
set,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
fully,2,0,0,0,0,0,0,1,0,0,1,0,0,0,,FALSE
late,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
column,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,FALSE
baggage,2,0,0,0,0,0,0,1,0,0,0,0,1,0,,FALSE
stores,2,0,0,0,0,0,0,1,0,0,0,0,1,0,,FALSE
doing,2,0,0,0,0,0,0,1,0,0,0,0,0,1,,FALSE
leaders,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
divisions,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
half,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,FALSE
supply,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
enter,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
alliances,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
fit,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
pitfalls,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
precipices,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
swamps,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
guides,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
practice,2,0,0,0,0,0,0,1,0,0,1,0,0,0,,FALSE
decided,2,0,0,0,0,0,0,1,0,0,0,0,0,1,,FALSE
forest,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,FALSE
dark,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,FALSE
plunder,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
benefit,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,FALSE
institution,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
gongs,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
ears,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
forming,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,FALSE
alone,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
returning,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
keen,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
studying,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
calm,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
await,2,0,0,0,0,0,0,1,0,0,1,0,0,0,,FALSE
appearance,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,FALSE
refrain,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,FALSE
oppose,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
leave,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,FALSE
free,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,FALSE
variation,2,0,0,0,0,0,0,0,2,0,0,0,0,0,,FALSE
join,2,0,0,0,0,0,0,0,1,0,0,1,0,0,,FALSE
situations,2,0,0,0,0,0,0,0,1,0,0,1,0,0,,FALSE
resort,2,0,0,0,0,0,0,0,1,0,0,1,0,0,,FALSE
obeyed,2,0,0,0,0,0,0,0,1,1,0,0,0,0,,FALSE
disadvantage,2,0,0,0,0,0,0,0,1,0,1,0,0,0,,FALSE
essential,2,0,0,0,0,0,0,0,1,0,0,0,0,1,,FALSE
part,2,0,0,0,0,0,0,0,1,0,1,0,0,0,,FALSE
midst,2,0,0,0,0,0,0,0,1,1,0,0,0,0,,FALSE
difficulties,2,0,0,0,0,0,0,0,1,0,1,0,0,0,,FALSE
constantly,2,0,0,0,0,0,0,0,1,0,0,1,0,0,,FALSE
readiness,2,0,0,0,0,0,0,0,1,0,0,0,1,0,,FALSE
rather,2,0,0,0,0,0,0,0,1,0,1,0,0,0,,FALSE
leads,2,0,0,0,0,0,0,0,2,0,0,0,0,0,,FALSE
destruction,2,0,0,0,0,0,0,0,1,0,0,1,0,0,,FALSE
surely,2,0,0,0,0,0,0,0,1,0,1,0,0,0,,FALSE
found,2,0,0,0,0,0,0,0,1,0,0,1,0,0,,FALSE
encamping,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
quickly,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
valleys,2,0,0,0,0,0,0,0,0,1,1,0,0,0,,FALSE
across,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
anxious,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
higher,2,0,0,0,0,0,0,0,0,1,1,0,0,0,,FALSE
delay,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
trees,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
dry,2,0,0,0,0,0,0,0,0,1,0,0,1,0,,FALSE
branches,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
prefer,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
low,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
careful,2,0,0,0,0,0,0,0,0,1,1,0,0,0,,FALSE
kind,2,0,0,0,0,0,0,0,0,1,0,0,0,1,,FALSE
surrounded,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
thick,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
tries,2,0,0,0,0,0,0,0,0,1,0,0,1,0,,FALSE
provoke,2,0,0,0,0,0,0,0,0,1,1,0,0,0,,FALSE
easy,2,0,0,0,0,0,0,0,0,1,1,0,0,0,,FALSE
movement,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
birds,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
indicate,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
betokens,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
signify,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
driving,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
light,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
gather,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
angry,2,0,0,0,0,0,0,0,0,1,1,0,0,0,,FALSE
cooking-pots,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
punishments,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
off,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
watch,2,0,0,0,0,0,0,0,0,1,0,0,1,0,,FALSE
attached,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
submissive,2,0,0,0,0,0,0,0,0,2,0,0,0,0,,FALSE
bad,2,0,0,0,0,0,0,0,0,1,0,1,0,0,,FALSE
terrain,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
kinds,2,0,0,0,0,0,0,0,0,0,1,0,0,1,,FALSE
entangling,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
temporizing,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
sides,2,0,0,0,0,0,0,0,0,0,1,1,0,0,,FALSE
occupying,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
raised,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
sort,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
forestall,2,0,0,0,0,0,0,0,0,0,1,1,0,0,,FALSE
connected,2,0,0,0,0,0,0,0,0,0,1,0,1,0,,FALSE
attained,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
post,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
study,2,0,0,0,0,0,0,0,0,0,1,1,0,0,,FALSE
insubordination,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
collapse,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
disorganization,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
rout,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
tell,2,0,0,0,0,0,0,0,0,0,1,1,0,0,,FALSE
powerful,2,0,0,0,0,0,0,0,0,0,1,1,0,0,,FALSE
ally,2,0,0,0,0,0,0,0,0,0,1,1,0,0,,FALSE
service,2,0,0,0,0,0,0,0,0,0,1,0,0,1,,FALSE
children,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,FALSE
penetrated,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
states,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
reached,2,0,0,0,0,0,0,0,0,0,0,1,1,0,,FALSE
managed,2,0,0,0,0,0,0,0,0,0,0,1,0,1,,FALSE
marching,2,0,0,0,0,0,0,0,0,0,0,1,0,1,,FALSE
seizing,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
holds,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
dear,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
routes,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
following,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
refuge,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
waiting,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
run,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
storm,2,0,0,0,0,0,0,0,0,0,0,1,0,1,,FALSE
FALSE,2,0,0,0,0,0,0,0,0,0,0,1,0,1,,FALSE
reports,2,0,0,0,0,0,0,0,0,0,0,1,0,1,,FALSE
arrangements,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
carries,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
breaks,2,0,0,0,0,0,0,0,0,0,0,1,1,0,,FALSE
penetrating,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
deeply,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
fallen,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
warlike,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
prince,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,FALSE
season,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,FALSE
special,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,FALSE
developments,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,FALSE
stay,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,FALSE
aid,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,FALSE
foreknowledge,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,FALSE
obtained,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,FALSE
news,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,FALSE
spying,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,FALSE
yin,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,FALSE
dynasty,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,FALSE
due,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,FALSE
served,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,FALSE
vital,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
importance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
inquiry,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
neglected,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
governed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
factors,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
obtaining,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
regardless,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
undismayed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
signifies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
cold,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
heat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
comprises,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
stands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
virtues,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
sincerity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
strictness,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
understood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
marshaling,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
subdivisions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
graduations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
maintenance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
heads,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
basis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
comparison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
imbued,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
generals,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
rigorously,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
highly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
trained,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
constancy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
reward,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
punishment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
forecast,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
retained,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
dismissed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
heading,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
profit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
avail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
helpful,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
rules,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
based,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
inactive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
feign,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
evade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
choleric,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
seek,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
irritate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
pretend,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
arrogant,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
rest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
devices,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
temple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
ere,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
fought,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
loses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
attention,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
foresee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE
ii,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
waging,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
swift,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
mail-clad,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
including,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
entertainment,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
guests,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
items,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
glue,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
paint,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
sums,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
armor,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
per,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
cost,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
actual,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
dull,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
lay,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
campaign,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
protracted,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
strain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
dulled,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
treasure,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
chieftains,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
spring,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
extremity,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
avert,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
consequences,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
stupid,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
haste,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
cleverness,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
associated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
delays,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
benefited,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
prolonged,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
evils,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
profitable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
carrying,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
raise,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
levy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
supply-wagons,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
loaded,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
forage,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
needs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
poverty,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
exchequer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
contributions,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
contributing,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
impoverished,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
proximity,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
peasantry,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
afflicted,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
exactions,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
exhaustion,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
homes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
stripped,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
bare,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
three-tenths,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
income,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
dissipated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
government,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
expenses,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
worn-out,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
breast-plates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
helmets,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
bows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
arrows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
shields,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
protective,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
mantles,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
draught-oxen,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
wagons,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
four-tenths,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
revenue,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
foraging,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
cartload,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
picul,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
provender,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
store,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
kill,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
roused,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
took,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
substituted,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
mingled,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
conjunction,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
kindly,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
conquered,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
augment,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
campaigns,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
arbiter,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
nation,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,FALSE
iii,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
shatter,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
better,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
recapture,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
regiment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
company,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
breaking,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
balk,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
junction,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
worst,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
policy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
possibly,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
avoided,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
preparation,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
mantlets,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
movable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
shelters,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
various,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
implements,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
piling,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
mounds,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
walls,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
irritation,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
launch,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
swarming,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
ants,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
one-third,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
untaken,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
disastrous,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
effects,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
subdues,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
captures,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
overthrows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
dispute,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
mastery,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
losing,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
triumph,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
numerous,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
matched,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
slightly,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
quite,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
unequal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
flee,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
defective,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
